Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount,FavoriteCount,ParentId,OwnerDisplayName
6036,2,,2015-09-17 01:06:49.527,1,,8395,90,2015-09-17 02:50:22.793,2015-09-17 02:50:22.793,0,,1566,
6040,2,,2015-09-17 15:07:25.567,2,,6541,,,2015-09-17 15:07:25.567,4,,6037,
6042,2,,2015-09-17 15:43:02.010,1,,8555,,,2015-09-17 15:43:02.010,5,,6038,
6043,2,,2015-09-17 16:29:25.030,1,,8555,,,2015-09-17 16:29:25.030,0,,6024,
6045,2,,2015-09-18 09:24:49.923,1,,1511,,,2015-09-18 09:24:49.923,0,,6044,
6049,2,,2015-09-18 20:56:03.457,3,,8670,,,2015-09-18 20:56:03.457,0,,5776,
6055,2,,2015-09-20 14:04:25.723,2,,8682,,,2015-09-20 14:04:25.723,1,,365,
6058,2,,2015-09-21 20:49:07.210,1,,3937,-1,2017-04-13 12:57:29.950,2015-09-21 20:49:07.210,3,,6047,
6060,2,,2015-09-21 21:06:15.220,2,,8555,,,2015-09-21 21:06:15.220,0,,6059,
6062,2,,2015-09-21 21:26:46.567,2,,8555,,,2015-09-21 21:26:46.567,0,,6061,
6064,2,,2015-09-22 13:26:20.050,0,,244,,,2015-09-22 13:26:20.050,4,,6018,
6067,2,,2015-09-22 18:47:39.107,0,,1511,1511,2015-09-22 18:53:38.457,2015-09-22 18:53:38.457,1,,6066,
6068,2,,2015-09-22 19:01:48.637,2,,1511,,,2015-09-22 19:01:48.637,0,,6066,
6069,2,,2015-09-22 19:22:02.177,2,,1511,,,2015-09-22 19:22:02.177,0,,5311,
6071,2,,2015-09-22 20:06:32.090,1,,8711,,,2015-09-22 20:06:32.090,1,,1748,
6082,2,,2015-09-25 12:54:59.267,3,,8734,,,2015-09-25 12:54:59.267,0,,1664,
6083,2,,2015-09-25 13:43:47.703,3,,1834,,,2015-09-25 13:43:47.703,0,,1664,
6086,2,,2015-08-23 14:53:25.503,4,,,,,2015-08-23 14:53:25.503,0,,6085,phiver
6087,2,,2015-09-24 14:25:06.537,4,,8735,,,2015-09-24 21:46:37.450,0,,6085,Gerardo Gonzalez
6088,2,,2015-09-25 15:30:13.020,1,,6083,,,2015-09-25 15:30:13.020,0,,6084,
6089,2,,2015-09-25 15:35:32.357,3,,6083,,,2015-09-25 15:35:32.357,1,,6079,
6090,2,,2015-09-25 18:31:47.207,1,,8737,,,2015-09-25 18:31:47.207,0,,6047,
6091,2,,2015-09-25 19:23:33.400,2,,3564,,,2015-09-25 19:23:33.400,0,,5722,
6098,2,,2015-09-26 23:46:50.350,3,,263,,,2015-09-26 23:46:50.350,1,,6074,
6099,2,,2015-09-28 17:58:25.413,1,,8555,,,2015-09-28 17:58:25.413,0,,6081,
6101,2,,2015-09-28 20:36:52.940,10,,8772,,,2015-09-28 20:36:52.940,3,,6050,
6104,2,,2015-09-29 05:31:28.870,5,,6373,,,2015-09-29 05:31:28.870,1,,6103,
6105,2,,2015-09-29 06:24:38.033,3,,1511,-1,2017-04-13 12:33:47.137,2015-09-29 06:24:38.033,0,,6103,
6108,2,,2015-09-29 09:39:49.250,1,,1511,,,2015-09-29 09:39:49.250,0,,3780,
6111,2,,2015-09-29 14:18:34.503,2,,8739,1511,2015-10-01 09:34:00.723,2015-10-01 09:34:00.723,0,,6092,
6112,2,,2015-09-29 14:47:20.027,1,,3217,,,2015-09-29 14:47:20.027,0,,5921,
6115,2,,2015-09-12 22:35:32.020,1,,,,,2015-09-12 22:35:32.020,0,,6114,Draconis
6116,2,,2015-09-17 11:18:20.420,2,,,4293,2015-11-04 17:27:19.240,2015-11-04 17:27:19.240,0,,6114,amirouche
6117,2,,2015-09-29 19:19:46.083,1,,1511,-1,2017-04-13 12:57:25.523,2015-09-29 19:24:57.913,0,,6114,
6118,2,,2015-09-29 20:13:57.930,4,,3680,-1,2017-04-13 12:57:29.950,2015-10-09 11:16:00.480,0,,6092,
6120,2,,2015-09-30 02:40:22.950,5,,6788,,,2015-09-30 02:40:22.950,1,,6113,
6121,2,,2015-09-30 03:17:04.200,4,,6788,8710,2015-10-02 12:54:46.973,2015-10-02 12:54:46.973,1,,6070,
6123,2,,2015-09-30 08:37:21.423,2,,2293,,,2015-09-30 08:37:21.423,0,,4451,
6125,2,,2015-09-30 16:26:53.927,2,,8772,,,2015-09-30 16:26:53.927,0,,5467,
6126,2,,2015-09-30 16:36:43.923,2,,8772,,,2015-09-30 16:36:43.923,0,,5742,
6130,2,,2015-09-30 22:39:13.420,1,,8798,,,2015-09-30 22:39:13.420,0,,6128,
6132,2,,2015-10-01 06:43:15.187,1,,1511,,,2015-10-01 06:43:15.187,0,,6124,
6134,2,,2015-10-01 13:08:17.663,1,,117,,,2015-10-01 13:08:17.663,0,,6048,
6137,2,,2015-10-01 18:56:56.180,1,,8633,,,2015-10-01 18:56:56.180,0,,6016,
6138,2,,2015-10-01 19:09:05.173,3,,8555,,,2015-10-01 19:09:05.173,0,,6127,
6139,2,,2015-10-01 23:55:05.497,1,,2976,,,2015-10-01 23:55:05.497,0,,6136,
6140,2,,2015-10-02 00:14:29.533,1,,2976,,,2015-10-02 00:14:29.533,2,,6133,
6143,2,,2015-10-02 14:21:44.947,4,,5418,,,2015-10-02 14:21:44.947,0,,6133,
6144,2,,2015-10-03 00:56:29.537,3,,8818,,,2015-10-03 00:56:29.537,0,,4376,
6145,2,,2015-10-03 12:41:45.313,5,,8823,754,2015-10-05 08:48:21.133,2015-10-05 08:48:21.133,7,,6133,
6148,2,,2015-10-04 04:49:46.040,1,,8821,,,2015-10-04 04:49:46.040,0,,6119,
6149,2,,2015-10-04 10:41:03.643,3,,8830,,,2015-10-04 10:41:03.643,0,,4851,
6152,2,,2015-10-05 11:10:35.657,1,,3745,-1,2017-05-23 12:37:19.983,2015-10-05 11:10:35.657,0,,1022,
6153,2,,2015-10-05 13:53:43.637,1,,8818,-1,2017-04-13 12:57:29.653,2015-10-05 13:53:43.637,0,,6150,
6156,2,,2015-10-05 20:26:25.747,1,,8840,,,2015-10-05 20:26:25.747,1,,6155,
6158,2,,2015-10-06 12:38:51.693,1,,8844,,,2015-10-06 12:38:51.693,0,,589,
6160,2,,2015-10-06 18:49:50.390,1,,3564,,,2015-10-06 18:49:50.390,0,,6157,
6162,2,,2015-10-06 19:12:54.683,2,,3564,,,2015-10-06 19:12:54.683,2,,6159,
6163,2,,2015-10-06 23:35:57.897,4,,8848,8848,2015-10-29 05:25:10.690,2015-10-29 05:25:10.690,0,,4428,
6166,2,,2015-10-07 11:23:44.233,1,,8855,,,2015-10-07 11:23:44.233,0,,3810,
6168,2,,2015-10-06 14:34:01.833,1,,,,,2015-10-06 14:34:01.833,2,,6167,Pat B
6170,2,,2015-10-08 02:49:43.687,1,,1652,-1,2017-05-23 12:37:19.983,2015-10-16 17:46:37.633,0,,127,
6174,2,,2015-10-08 19:46:14.777,3,,1511,,,2015-10-08 19:46:14.777,0,,6093,
6175,2,,2015-10-08 23:35:52.333,2,,8871,,,2015-10-08 23:35:52.333,1,,6169,
6176,2,,2015-10-09 02:14:56.193,2,,8555,,,2015-10-09 02:14:56.193,0,,6172,
6177,2,,2015-10-09 03:40:15.647,1,,7196,,,2015-10-09 03:40:15.647,0,,6173,
6180,2,,2015-10-09 11:45:25.353,7,,3680,,,2015-10-09 11:45:25.353,1,,6171,
6185,2,,2015-10-10 00:57:55.057,1,,8879,,,2015-10-10 00:57:55.057,0,,4815,
6187,2,,2015-10-10 20:03:19.203,1,,2976,2976,2015-10-10 21:47:06.460,2015-10-10 21:47:06.460,1,,6181,
6190,2,,2015-10-11 13:48:09.003,3,,2976,,,2015-10-11 13:48:09.003,0,,6189,
6191,2,,2015-10-11 16:06:01.587,1,,8889,,,2015-10-11 16:06:01.587,0,,2081,
6193,2,,2015-10-12 06:22:45.047,1,,8518,,,2015-10-12 06:22:45.047,0,,5596,
6196,2,,2015-10-13 02:03:17.677,3,,219,,,2015-10-13 02:03:17.677,2,,6195,
6197,2,,2015-10-13 14:33:28.410,2,,8555,,,2015-10-13 14:33:28.410,0,,6173,
6201,2,,2015-10-13 18:13:15.673,3,,8912,,,2015-10-13 18:13:15.673,0,,2081,
6204,2,,2015-10-14 18:40:15.703,2,,8924,,,2015-10-14 18:40:15.703,0,,621,
6205,2,,2015-10-14 23:08:35.930,1,,90,,,2015-10-14 23:08:35.930,0,,5912,
6209,2,,2015-10-15 16:51:20.577,4,,8935,,,2015-10-15 16:51:20.577,0,,6182,
6213,2,,2015-10-16 13:35:59.013,2,,8942,,,2015-10-16 13:35:59.013,0,,6188,
6216,2,,2015-10-16 17:22:56.300,1,,8614,,,2015-10-16 17:22:56.300,0,,6215,
6217,2,,2015-10-16 22:01:29.630,1,,90,,,2015-10-16 22:01:29.630,0,,4116,
6219,2,,2015-10-18 11:44:18.130,1,,1511,-1,2017-05-23 12:37:19.983,2015-10-18 11:44:18.130,1,,6214,
6220,2,,2015-10-18 12:45:24.977,2,,1511,,,2015-10-18 12:45:24.977,0,,6212,
6226,2,,2015-10-19 13:21:17.577,3,,5418,5418,2015-10-19 14:38:02.577,2015-10-19 14:38:02.577,1,,6194,
6229,2,,2015-10-19 19:00:25.283,2,,3564,,,2015-10-19 19:00:25.283,0,,6227,
6233,2,,2015-10-20 08:39:43.913,1,,8977,,,2015-10-20 08:39:43.913,0,,6223,
6236,2,,2015-10-20 16:44:24.327,5,,1667,,,2015-10-20 16:44:24.327,3,,6235,
6237,2,,2015-10-20 16:55:03.047,2,,8614,,,2015-10-20 16:55:03.047,1,,6234,
6239,2,,2015-10-20 18:37:04.563,2,,1667,,,2015-10-20 18:37:04.563,0,,6238,
6243,2,,2015-10-21 08:30:17.893,1,,8988,90,2015-10-21 19:02:59.110,2015-10-21 19:02:59.110,0,,6235,
6246,2,,2015-10-21 12:36:25.850,1,,8818,,,2015-10-21 12:36:25.850,0,,6241,
6247,2,,2015-10-21 13:51:10.570,2,,2976,,,2015-10-21 13:51:10.570,0,,6228,
6248,2,,2015-10-21 13:56:07.803,4,,8990,,,2015-10-21 13:56:07.803,2,,6241,
6252,2,,2015-10-21 16:37:06.247,1,,8993,117,2015-11-07 15:18:09.143,2015-11-07 15:18:09.143,0,,4428,
6255,2,,2015-10-21 18:58:49.150,1,,90,,,2015-10-21 18:58:49.150,2,,6249,
6256,2,,2015-10-21 19:04:53.003,3,,90,,,2015-10-21 19:04:53.003,0,,6250,
6259,2,,2015-10-21 22:10:53.800,6,,8614,,,2015-10-21 22:10:53.800,0,,6258,
6260,2,,2015-10-21 23:41:09.847,3,,3606,,,2015-10-21 23:41:09.847,0,,6231,
6263,2,,2015-10-22 07:22:31.327,1,,3223,,,2015-10-22 07:22:31.327,2,,6240,
6267,2,,2015-10-22 11:29:14.133,2,,3679,,,2015-10-22 11:29:14.133,0,,6253,
6268,2,,2015-10-22 14:07:07.667,2,,9011,,,2015-10-22 14:07:07.667,3,,6244,
6269,2,,2015-10-22 15:22:39.300,1,,8614,,,2015-10-22 15:22:39.300,0,,6253,
6270,2,,2015-10-22 15:26:26.013,0,,8614,,,2015-10-22 15:26:26.013,1,,6251,
6271,2,,2015-10-22 16:30:34.403,4,,8811,,,2015-10-22 16:30:34.403,3,,6261,
6273,2,,2015-10-22 04:53:42.700,1,,6325,,,2015-10-22 04:53:42.700,1,,6272,Sreejithc321
6274,2,,2015-10-22 16:25:27.347,4,,8811,,,2015-10-22 22:44:32.727,1,,6272,Abdurrahman
6275,2,,2015-10-23 06:23:35.127,2,,1511,-1,2017-04-13 12:57:29.950,2015-10-23 06:23:35.127,1,,6251,
6276,2,,2015-10-23 09:17:28.717,1,,9013,,,2015-10-23 09:17:28.717,0,,4337,
6280,2,,2015-10-23 17:28:03.110,1,,263,,,2015-10-23 17:28:03.110,0,,6265,
6281,2,,2015-10-23 19:01:26.103,3,,1667,,,2015-10-23 19:01:26.103,0,,6277,
6286,2,,2015-10-24 11:48:58.260,2,,8844,,,2015-10-24 11:48:58.260,0,,1446,
6290,2,,2015-10-24 21:27:09.550,1,,8555,,,2015-10-24 21:27:09.550,0,,6289,
6293,2,,2015-10-25 04:00:37.520,4,,90,,,2015-10-25 04:00:37.520,1,,6291,
6294,2,,2015-10-25 04:04:47.520,3,,90,,,2015-10-25 04:04:47.520,0,,6292,
6296,2,,2015-10-25 12:38:04.337,2,,8991,,,2015-10-25 12:38:04.337,0,,6279,
6299,2,,2015-10-26 01:14:04.190,2,,1652,,,2015-10-26 01:14:04.190,0,,6279,
6301,2,,2015-10-25 15:01:16.500,1,,,,,2015-10-25 15:01:16.500,1,,6300,Brent B
6302,2,,2015-10-25 16:33:29.840,0,,1954,,,2015-10-25 16:33:29.840,4,,6300,Aleksandr Blekh
6305,2,,2015-10-26 09:42:42.303,1,,9047,,,2015-10-26 09:42:42.303,0,,6284,
6307,2,,2015-10-26 12:40:13.110,3,,930,,,2015-10-26 12:40:13.110,1,,6277,
6308,2,,2015-10-26 12:47:06.783,0,,8923,,,2015-10-26 12:47:06.783,0,,6284,
6310,2,,2015-10-26 17:48:30.623,1,,1667,,,2015-10-26 17:48:30.623,0,,6297,
6311,2,,2015-10-26 18:11:19.913,4,,1667,1667,2015-10-28 18:14:18.490,2015-10-28 18:14:18.490,0,,6292,
6313,2,,2015-10-27 00:36:16.970,4,,9056,,,2015-10-27 00:36:16.970,0,,4885,
6315,2,,2015-10-27 02:12:44.453,1,,8818,754,2016-01-19 11:01:55.597,2016-01-19 11:01:55.597,0,,6312,
6321,2,,2015-10-27 18:50:54.820,2,,18,,,2015-10-27 18:50:54.820,0,,6318,
6323,2,,2015-10-28 03:22:54.260,1,,9070,,,2015-10-28 03:22:54.260,3,,6309,
6324,2,,2015-10-28 03:48:47.060,2,,8614,,,2015-10-28 03:48:47.060,6,,6322,
6327,2,,2015-10-28 14:21:26.570,3,,6904,,,2015-10-28 14:21:26.570,0,,1188,
6328,2,,2015-10-28 14:36:52.500,2,,90,,,2015-10-28 14:36:52.500,0,,6326,
6329,2,,2015-10-28 15:37:49.637,3,,8772,,,2015-10-28 15:37:49.637,0,,6224,
6330,2,,2015-10-28 15:42:32.463,2,,8772,,,2015-10-28 15:42:32.463,0,,107,
6331,2,,2015-10-28 16:31:22.457,2,,6332,,,2015-10-28 16:31:22.457,2,,6322,
6332,2,,2015-10-28 17:37:13.447,1,,3679,,,2015-10-28 17:37:13.447,2,,6285,
6335,2,,2015-10-28 21:26:07.737,2,,18,18,2015-10-28 21:51:43.447,2015-10-28 21:51:43.447,0,,6333,
6337,2,,2015-10-29 01:43:10.887,2,,1652,,,2015-10-29 01:43:10.887,0,,1801,
6339,2,,2015-10-29 19:11:16.387,4,,1511,-1,2017-04-13 12:57:29.950,2015-10-29 19:11:16.387,0,,6326,
6340,2,,2015-10-29 20:31:04.723,5,,8938,5601,2016-05-25 18:55:30.337,2016-05-25 18:55:30.337,0,,6320,
6341,2,,2015-10-29 20:55:55.880,1,,1511,,,2015-10-29 20:55:55.880,0,,6297,
6342,2,,2015-10-29 21:18:06.050,0,,1511,,,2015-10-29 21:18:06.050,0,,6300,
6345,2,,2015-10-30 00:35:04.460,4,,2976,,,2015-10-30 00:35:04.460,0,,6316,
6349,2,,2015-10-30 16:29:25.680,2,,9101,,,2015-10-30 16:29:25.680,0,,6338,
6351,2,,2015-10-30 19:29:42.880,5,,5601,,,2015-10-30 19:29:42.880,1,,6304,
6352,2,,2015-10-30 20:53:50.153,1,,18,,,2015-10-30 20:53:50.153,0,,6338,
6353,2,,2015-10-30 22:25:40.350,3,,8938,,,2015-10-30 22:25:40.350,0,,6298,
6354,2,,2015-10-30 23:11:16.367,5,,5601,,,2015-10-30 23:11:16.367,0,,6262,
6357,2,,2015-10-31 23:49:15.647,3,,6541,,,2015-10-31 23:49:15.647,2,,6325,
6358,2,,2015-11-01 02:33:03.963,2,,263,,,2015-11-01 02:33:03.963,4,,6356,
6361,2,,2015-11-01 10:16:16.777,3,,1511,,,2015-11-01 10:16:16.777,1,,6346,
6363,2,,2015-11-01 16:12:16.843,3,,2976,2976,2015-11-01 22:37:08.190,2015-11-01 22:37:08.190,3,,6350,
6365,2,,2015-11-02 05:18:36.827,4,,2013,,,2015-11-02 05:18:36.827,0,,6142,
6366,2,,2015-11-02 14:41:13.670,2,,7037,,,2015-11-02 14:41:13.670,0,,5905,
6369,2,,2015-11-02 17:24:40.930,2,,8818,,,2015-11-02 17:24:40.930,0,,6368,
6370,2,,2015-11-02 20:17:39.197,2,,33,,,2015-11-02 20:17:39.197,1,,6362,
6372,2,,2015-11-02 21:38:54.133,1,,8923,2976,2015-11-03 13:23:22.873,2015-11-03 13:23:22.873,0,,6371,
6373,2,,2015-11-03 02:41:04.170,3,,90,,,2015-11-03 02:41:04.170,0,,6368,
6375,2,,2015-11-03 12:31:15.097,3,,90,1511,2015-11-03 18:49:57.307,2015-11-03 18:49:57.307,0,,6374,
6381,2,,2015-11-03 19:10:33.273,4,,1511,-1,2017-05-23 12:37:19.983,2015-11-03 19:10:33.273,1,,6374,
6382,2,,2015-11-03 19:17:56.737,1,,6029,,,2015-11-03 19:17:56.737,2,,6378,
6383,2,,2015-11-03 20:30:05.917,1,,90,,,2015-11-03 20:30:05.917,3,,6379,
6384,2,,2015-11-03 23:17:25.977,2,,90,,,2015-11-03 23:17:25.977,0,,6378,
6387,2,,2015-11-04 19:17:41.853,1,,3937,,,2015-11-04 19:17:41.853,0,,6386,
6392,2,,2015-11-05 16:06:29.183,4,,9160,1511,2016-10-31 19:43:40.530,2016-10-31 19:43:40.530,0,,5710,
6393,2,,2015-11-05 16:10:48.700,4,,9160,-1,2017-04-13 12:57:29.653,2015-11-05 16:10:48.700,0,,6356,
6394,2,,2015-11-05 20:04:51.390,2,,3606,,,2015-11-05 20:04:51.390,0,,6389,
6396,2,,2015-11-05 22:06:58.483,1,,1652,5601,2015-11-11 02:24:20.493,2015-11-11 02:24:20.493,0,,6395,
6403,2,,2015-11-06 02:44:41.937,4,,8975,,,2015-11-06 02:44:41.937,0,,5783,
6406,2,,2015-11-06 18:14:00.327,2,,8975,,,2015-11-06 18:14:00.327,0,,1796,
6412,2,,2015-11-07 10:19:31.573,1,,1511,,,2015-11-07 10:19:31.573,0,,4885,
6413,2,,2015-11-07 10:21:50.990,3,,9171,,,2015-11-07 10:21:50.990,0,,6151,
6419,2,,2015-11-09 20:14:43.620,3,,3223,,,2015-11-09 20:14:43.620,0,,4367,
6423,2,,2015-11-10 09:28:23.617,2,,8938,,,2015-11-10 09:28:23.617,0,,6421,
6426,2,,2015-11-10 23:35:26.980,1,,9203,,,2015-11-10 23:35:26.980,0,,6411,
6428,2,,2015-11-11 01:23:27.283,1,,6510,,,2015-11-11 01:23:27.283,7,,6417,
6430,2,,2015-11-11 01:42:32.387,1,,6510,,,2015-11-11 01:42:32.387,5,,6427,
6431,2,,2015-11-11 02:02:52.357,2,,5601,,,2015-11-11 02:02:52.357,0,,6398,
6432,2,,2015-11-11 03:16:37.300,3,,5601,,,2015-11-11 03:16:37.300,2,,6306,
6433,2,,2015-11-11 04:50:32.767,2,,8436,,,2015-11-11 04:50:32.767,1,,6417,
6435,2,,2015-11-10 15:10:22.007,1,,9198,,,2015-11-10 15:10:22.007,0,,6434,Pacapo
6438,2,,2015-11-11 18:45:21.350,4,,9210,,,2015-11-11 18:45:21.350,1,,6437,
6442,2,,2015-11-12 00:30:13.953,2,,4139,,,2015-11-12 00:30:13.953,3,,6439,
6443,2,,2015-11-12 09:15:50.993,3,,9213,9213,2015-11-12 09:26:43.800,2015-11-12 09:26:43.800,0,,6441,
6446,2,,2015-11-12 15:47:54.773,1,,6083,,,2015-11-12 15:47:54.773,3,,6440,
6448,2,,2015-11-12 18:26:55.273,1,,6044,,,2015-11-12 18:26:55.273,1,,6440,
6449,2,,2015-11-12 22:57:54.400,2,,1667,,,2015-11-12 22:57:54.400,1,,6445,
6450,2,,2015-11-12 23:03:35.443,2,,1667,,,2015-11-12 23:03:35.443,0,,6437,
6453,2,,2015-11-13 06:24:46.687,3,,90,,,2015-11-13 06:24:46.687,1,,6440,
6454,2,,2015-11-13 06:33:36.333,3,,90,,,2015-11-13 06:33:36.333,0,,6447,
6458,2,,2015-11-13 20:43:24.037,1,,7216,,,2015-11-13 20:43:24.037,0,,6437,
6459,2,,2015-11-13 21:10:42.840,1,,3937,,,2015-11-13 21:10:42.840,0,,1695,
6460,2,,2015-11-14 01:46:54.487,3,,90,,,2015-11-14 01:46:54.487,0,,6388,
6461,2,,2015-11-14 01:53:39.030,1,,90,,,2015-11-14 01:53:39.030,0,,6457,
6463,2,,2015-11-14 19:30:42.867,2,,8436,,,2015-11-14 19:30:42.867,0,,6455,
6464,2,,2015-11-15 10:39:56.133,1,,244,,,2015-11-15 10:39:56.133,1,,6455,
6468,2,,2015-11-16 07:11:25.427,2,,6475,,,2015-11-16 07:11:25.427,1,,6467,
6469,2,,2015-11-16 07:47:49.063,2,,8642,8642,2015-11-18 05:47:07.090,2015-11-18 05:47:07.090,5,,6467,
6476,2,,2015-11-17 12:18:00.957,5,,685,,,2015-11-17 12:18:00.957,0,,4357,
6477,2,,2015-11-17 12:20:50.447,1,,9264,,,2015-11-17 12:20:50.447,5,,6471,
6478,2,,2015-11-17 12:21:50.983,2,,685,,,2015-11-17 12:21:50.983,0,,3822,
6479,2,,2015-11-17 12:24:47.550,1,,685,,,2015-11-17 12:24:47.550,0,,2012,
6480,2,,2015-11-17 15:29:04.270,0,,9160,-1,2017-04-13 12:57:29.950,2015-11-17 15:29:04.270,1,,6462,
6482,2,,2015-11-18 03:54:12.980,3,,90,,,2015-11-18 03:54:12.980,0,,6471,
6484,2,,2015-11-18 06:32:17.337,2,,9273,9273,2015-11-21 07:15:02.873,2015-11-21 07:15:02.873,0,,6481,
6485,2,,2015-11-18 07:04:18.733,1,,9273,9273,2015-11-18 09:12:00.203,2015-11-18 09:12:00.203,3,,2081,
6487,2,,2015-11-18 11:36:16.780,2,,190,190,2015-11-18 12:19:13.923,2015-11-18 12:19:13.923,0,,6486,
6488,2,,2015-11-18 16:33:51.450,3,,9282,9282,2017-03-03 19:52:17.780,2017-03-03 19:52:17.780,0,,5710,
6489,2,,2015-11-18 21:40:43.713,4,,1834,,,2015-11-18 21:40:43.713,0,,6481,
6490,2,,2015-11-19 00:07:25.867,6,,9285,,,2015-11-19 00:07:25.867,1,,6470,
6496,2,,2015-11-21 15:15:57.330,2,,75,,,2015-11-21 15:15:57.330,0,,6493,
6502,2,,2015-11-22 10:24:28.217,1,,1313,,,2015-11-22 10:24:28.217,0,,6284,
6503,2,,2015-11-22 10:59:33.360,4,,1313,1313,2017-08-07 10:35:37.407,2017-08-07 10:35:37.407,2,,1188,
6504,2,,2015-11-22 18:50:22.290,1,,90,,,2015-11-22 18:50:22.290,0,,6501,
6509,2,,2015-11-24 08:50:40.403,1,,975,,,2015-11-24 08:50:40.403,0,,6505,
6511,2,,2015-11-24 11:56:11.563,3,,2976,,,2015-11-24 11:56:11.563,0,,6510,
6514,2,,2015-11-24 14:25:15.237,1,,6044,,,2015-11-24 14:25:15.237,0,,6512,
6515,2,,2015-11-24 15:14:54.200,1,,9331,,,2015-11-24 15:14:54.200,0,,6512,
6517,2,,2015-11-24 17:33:56.930,6,,9335,,,2015-11-24 17:33:56.930,1,,6512,
6519,2,,2015-11-24 18:08:42.267,5,,90,,,2015-11-24 18:08:42.267,1,,6512,
6520,2,,2015-11-24 18:19:26.880,2,,90,,,2015-11-24 18:19:26.880,1,,6508,
6525,2,,2015-11-25 02:43:07.523,1,,90,,,2015-11-25 02:43:07.523,2,,6523,
6527,2,,2015-11-25 14:27:50.443,5,,7037,,,2015-11-25 14:27:50.443,2,,6526,
6530,2,,2015-11-25 18:46:29.360,4,,90,90,2017-04-04 02:44:15.273,2017-04-04 02:44:15.273,2,,6529,
6531,2,,2015-11-25 19:19:26.977,2,,9354,,,2015-11-25 19:19:26.977,0,,4664,
6532,2,,2015-11-25 20:25:17.953,1,,8555,,,2015-11-25 20:25:17.953,2,,6516,
6533,2,,2015-11-25 20:33:56.477,3,,8555,,,2015-11-25 20:33:56.477,0,,6473,
6534,2,,2015-11-25 23:31:21.200,2,,9338,,,2015-11-25 23:31:21.200,0,,6522,
6535,2,,2015-11-26 11:16:46.200,1,,9358,,,2015-11-26 11:16:46.200,0,,5396,
6536,2,,2015-11-26 11:21:44.067,2,,6083,,,2015-11-26 11:21:44.067,0,,6507,
6537,2,,2015-11-26 16:40:18.240,2,,1052,,,2015-11-26 16:40:18.240,0,,1188,
6539,2,,2015-11-27 11:23:58.273,3,,9304,9304,2015-11-28 16:06:58.280,2015-11-28 16:06:58.280,0,,1742,
6541,2,,2015-11-27 14:43:47.550,2,,3510,,,2015-11-27 14:43:47.550,0,,6540,
6543,2,,2015-11-27 22:00:14.840,2,,5601,,,2015-11-27 22:00:14.840,0,,6507,
6545,2,,2015-11-29 03:42:08.840,2,,5466,,,2015-11-29 03:42:08.840,0,,3791,
6546,2,,2015-11-29 16:48:45.067,4,,3012,1652,2015-11-29 16:59:45.347,2015-11-29 16:59:45.347,0,,6094,
6549,2,,2015-11-30 01:27:52.990,1,,9358,,,2015-11-30 01:27:52.990,0,,6544,
6550,2,,2015-11-30 11:53:57.840,2,,930,,,2015-11-30 11:53:57.840,0,,6512,
6552,2,,2015-11-30 16:01:06.463,2,,5601,,,2015-11-30 16:01:06.463,0,,6400,
6553,2,,2015-11-30 16:07:07.640,3,,5601,5601,2015-12-01 00:11:11.173,2015-12-01 00:11:11.173,0,,6547,
6554,2,,2015-11-30 19:43:24.467,1,,9160,,,2015-11-30 19:43:24.467,0,,6551,
6559,2,,2015-12-01 21:25:10.097,3,,505,-1,2017-04-13 12:57:29.950,2015-12-01 21:25:10.097,1,,6452,
6560,2,,2015-12-02 00:08:28.400,1,,8818,,,2015-12-02 00:08:28.400,0,,6555,
6561,2,,2015-12-02 14:32:01.153,1,,3382,,,2015-12-02 14:32:01.153,0,,6551,
6562,2,,2015-12-02 16:04:15.930,1,,18,,,2015-12-02 16:04:15.930,0,,6439,
6564,2,,2015-12-02 14:48:52.183,2,,8642,,,2015-12-02 14:48:52.183,2,,6563,Dawny33
6565,2,,2015-12-02 21:50:38.853,2,,8874,,,2015-12-02 21:50:38.853,0,,6548,
6566,2,,2015-12-02 23:05:07.400,3,,1652,1652,2015-12-04 23:33:13.140,2015-12-04 23:33:13.140,0,,6397,
6567,2,,2015-12-02 23:51:49.660,2,,958,,,2015-12-02 23:51:49.660,0,,6113,
6570,2,,2015-12-03 08:33:05.647,3,,9419,,,2015-12-03 08:33:05.647,0,,5167,
6574,2,,2015-12-03 11:54:12.497,3,,190,,,2015-12-03 11:54:12.497,2,,6569,
6575,2,,2015-12-03 19:43:00.623,3,,509,,,2015-12-03 19:43:00.623,5,,6569,
6577,2,,2015-12-04 03:10:06.130,2,,90,90,2015-12-04 03:19:57.673,2015-12-04 03:19:57.673,0,,6576,
6579,2,,2015-12-04 13:12:14.233,3,,505,505,2015-12-07 09:04:32.263,2015-12-07 09:04:32.263,1,,6578,
6580,2,,2015-12-04 13:36:38.470,2,,505,,,2015-12-04 13:36:38.470,0,,5974,
6581,2,,2015-12-04 13:41:13.390,2,,505,,,2015-12-04 13:41:13.390,0,,5830,
6582,2,,2015-12-04 17:12:10.057,3,,9171,9171,2016-07-11 13:25:15.123,2016-07-11 13:25:15.123,0,,5929,
6584,2,,2015-12-04 18:05:35.287,3,,9171,,,2015-12-04 18:05:35.287,0,,5261,
6586,2,,2015-12-03 18:13:52.517,1,,,-1,2017-04-13 12:57:29.950,2015-12-03 18:13:52.517,1,,6585,dergeophysiker
