Id,AcceptedAnswerId,CreationDate,ViewCount,OwnerUserId,Title,Tags,OwnerDisplayName
6085,6086,2015-08-23 11:58:03,422,,Database of smartphone sensor data,machine-learning;accelerometer,Simon
6092,,2015-09-25 20:23:17,190,8739,Invalid API Key - Accessing OSHA data,usa;data.gov;api;labor,
6093,,2015-09-25 20:27:10,65,8740,where can I find geocoded sentiments?,r;sentiment-analysis,
6094,,2015-09-25 22:02:34,1914,1652,Paraphrase data sets,data-request;nlp,
6095,,2015-09-26 06:48:36,63,8372,List of surnames of popular people in English,data-request;names,
6096,,2015-09-26 11:56:54,34,8748,City's Satellite Images over Time?,maps;images,
6097,,2015-09-26 22:01:19,116,6577,Creating data from web tables with import.io failed - other tools?,tool-request;web-crawling,
6100,,2015-09-28 19:50:46,80,1979,Company ownership data,data-request,
6103,,2015-09-29 00:07:51,1284,8776,Shapes of ZIP codes - polygons for each ZIP code,data-request;geospatial;maps,
6109,,2015-09-29 09:46:52,253,2146,Downloadable free movies API,data-request;api-request;film,
6113,6567,2015-09-29 15:04:05,55,1806,"For a given 5 year ACS (American Community Survey), when is the effective date of estimation?",usa;us-census;census,
6114,,2015-09-12 22:30:44,1183,,Dataset for english words of dictionary for a NLP project,data-request;language;nlp,Dude
6119,,2015-09-29 20:49:37,133,8783,Extracting variables from unstructured Excel files,extracting;unstructured-data;excel,
6122,,2015-09-30 08:05:43,27,5845,"Infanticide rate, divided by the sex of the murderer",data-request;crime,
6124,,2015-09-30 14:48:43,72,8740,geolocalization of tweets,api;social-media;geocoding;r,
6127,,2015-09-30 16:48:13,66,8791,What is the variable that closest resembles Sticker Price?,collegescorecard,
6128,,2015-09-30 20:52:40,127,8795,Vehicle Crash DataSet with Accelerometer,data-request;transportation;accelerometer,
6129,,2015-09-30 21:50:44,39,8797,Where can I find pre-1951 median wage information?,data-request;us-census,
6131,,2015-09-30 23:19:03,398,8798,API for crowd sourced gas prices,api;crowdsourcing,
6133,6145,2015-10-01 12:23:55,171,754,API to get Wikimedia Commons categories that are near a particular latitude/longitude,geospatial;api-request;wikimedia-commons,
6136,,2015-10-01 17:50:12,78,8808,Does the openFDA drug adverse events dataset (or any other dataset) have a geographic dimension?,openfda;api,
6141,,2015-10-02 03:30:32,87,1652,Health forum data sets,data-request;healthcare;nlp,
6142,,2015-10-02 06:29:19,71,2013,Where is the block assignment file linking 2010 Census data with 113th congressional districts?,government;us-census;district,
6147,,2015-10-03 23:23:51,29,6620,Combined DHS and MICS survey results,data-request;africa,
6150,,2015-10-04 23:22:59,104,4327,People Mobility Data,data-request,
6151,,2015-10-05 10:05:54,76,754,"""Fuzzy"" search of Mediawiki Commons categories",api-request;nlp;wikimedia-commons,
6154,,2015-10-05 17:17:55,59,6620,Antebellum State and Local Election Data,data-request;usa;elections,
6155,,2015-10-05 20:19:00,36,8840,Error 503 for seemingly valid getIFPPlanQuotes request,healthcare-finder-api,
6157,,2015-10-06 06:55:28,43,8836,Display only reactions where drugcharacterization=1 (drug was suspect drug),openfda;api,
6159,,2015-10-06 18:02:38,35,8846,openFDA Device Adverse Events Data out of date,data-request;openfda,
6164,,2015-10-07 04:36:35,27,8851,openFDA - Recalls - quantity in commerce,openfda,
6167,,2015-10-06 14:01:59,722,5487,Is stock data available for bulk download for free?,finance;historical;time-series,moose
6169,,2015-10-07 19:15:14,97,8860,unable to get lat long in api call,data.gov;api-request;collegescorecard,
6171,6180,2015-10-08 11:57:06,656,8865,Where can I find a REST API of stars and constellations?,api-request;astronomy,
6172,,2015-10-08 16:03:29,96,8868,How can I calculate the proportion of students at an institution who are low-income or first-generation?,collegescorecard;analysis,
6173,,2015-10-08 17:55:47,145,8868,"What exactly do the variables named ""Unemployment rate, via Census data"" and ""Poverty rate, via Census data"" represent?",collegescorecard,
6178,,2015-10-09 09:40:45,41,8874,"Data on the number of ""remote"" workers by country",data-request;economics;labor,
6179,,2015-10-09 10:41:07,85,2085,Single-word Translations in All Languages,data-request;language;translation,
6181,,2015-10-09 20:54:41,126,8878,Finder API list ACA Approved Health Insurance API JSON?,data-format;healthcare-finder-api,
6182,,2015-10-09 21:50:45,148,1652,Gold annotations for diabetic patients in MIMIC-III,data-request;mimic-iii,
6188,6213,2015-10-11 03:52:05,73,1652,Why are some notes written in uppercase in MIMIC-III?,mimic-iii,
6189,,2015-10-11 10:59:06,191,8886,What APIs are there that are provided over websockets?,api-request;real-time,
6194,6226,2015-10-12 20:17:51,68,3745,Mapping a Wikimedia project URL to the corresponding Wikidata entity id,wikidata,
6195,,2015-10-12 20:43:20,52,8903,Funding data for US Department of Education CSV format,usa;data.gov;government;education,
6199,,2015-10-13 16:36:20,105,8529,Looking for hourly data of traffic congestion in Beijing,traffic,
6200,,2015-10-13 16:56:11,26,9096,Data for Auctions,data-request,Yadrif
6202,,2015-10-13 22:54:17,24,6620,British Empire Budgets,data-request,
6203,,2015-10-14 18:32:17,83,8924,What real-time Open Data do you want to use?,api;uses-of-open-data;real-time,
6206,,2015-10-15 08:28:28,683,8929,Fitness Exercise Database / API,api;sports,
6208,,2015-10-15 15:58:06,34,6620,Pre-Colonial Population Density in the Americas,data-request,
6210,,2015-10-15 17:08:44,85,8934,database of email domain aliases?,data-request;internet,
6212,,2015-10-15 21:30:17,104,2244,How can I get a list of synonyms that work across all contexts?,language;english,
6214,,2015-10-16 16:19:37,1698,8944,A typical bank database for credit card accounts?,data-request;finance;bank,
6215,,2015-10-16 16:38:41,47,8947,Where is the data I need to fully understand federal revenue and their budget?,data.gov,
6218,,2015-10-17 05:40:50,40,6620,Subnational data on corruption,data-request;government;global;latin-america,
6221,,2015-10-18 14:48:31,17,8959,Redistribution ICPSR Data - Terms of Use,data-request;legal,
6222,,2015-10-18 19:59:59,50,8974,Where can I find commercial flight information?,data-request;europe;travel,José María Mateos
6223,,2015-10-18 18:34:59,58,8977,"A ""proper"" Data Set",machine-learning;r,Andrea Ianni ௫
6224,6329,2015-10-19 09:27:33,113,8965,Wikidata Query Service reliability,wikidata;sparql,
6225,,2015-10-19 13:09:04,101,8968,Need Tamil Bible open data source,data-request,
6227,,2015-10-19 18:47:17,42,8971,How quickly after FDA approval will adverse events be listed on openFDA?,openfda,
6228,,2015-10-19 18:53:47,50,6562,list of approved active ingredients,openfda;drugs,
6231,,2015-10-20 00:12:15,67,8973,"Can someone explain ""openfda data is not for clinical use""?",openfda,
6232,,2015-10-20 03:33:10,43,4218,Approval dates for drugs from FDA?,openfda,
6234,6237,2015-10-20 10:11:49,166,8978,Get all the data from category or subcategory from Collegescorecard API,api;collegescorecard,
6235,6236,2015-10-20 15:42:56,136,5837,rail track data of the UK as arcs (lines consisting of lat long points),data-request;geospatial;geocoding;space,
6238,,2015-10-20 18:03:53,21,6620,Data on deportations,data-request,
6240,,2015-10-21 04:44:03,70,754,API to get Wikimedia Commons images that are near a particular latitude/longitude,geospatial;api-request;photographs;wikimedia-commons,
6241,,2015-10-21 05:11:34,269,8984,"Can I take ""open data"" from a website like Quandl, modify it, and then resell it to clients?",api;releasing-data;legal,
6244,6268,2015-10-21 11:46:19,88,8966,Where can I find Colombia municipality geometries?,data-request,
6249,,2015-10-21 14:26:33,681,7216,Is there detailed play by play data for US NCAA football games available online?,data-request;sports,
6250,,2015-10-21 14:53:17,23,8740,where can I find data on web-research?,data-request,
6251,,2015-10-21 15:50:25,182,8992,Does anyone know a dataset that has both time-series data and descriptive (non-temporal) features?,data-request;metadata;time-series,
6253,,2015-10-21 17:17:35,41,8995,Web services access to OSHA regulations,labor;ontology,
6257,,2015-10-21 19:18:05,135,8649,Is the FIFA 16 Ultimate Team database available anywhere?,data-request;web-crawling;games,
6258,6259,2015-10-21 20:34:29,80,9000,Where can I get data on released inmates in the US?,data-request;usa,
6261,6271,2015-10-22 02:18:30,66,8811,Too few results from DBpedia,data-request;linked-data;wikipedia;dbpedia,
6262,6354,2015-10-22 06:25:03,201,1652,What is the ISERROR column in MIMIC-III's noteevents table?,mimic-iii,
6265,,2015-10-22 09:50:08,95,9009,Open access efforts for computer vision datasets & databases?,images;computing,
6266,,2015-10-20 22:00:02,12,6584,Common queries for Location Sharing,geospatial;social-media,xeon
6272,6274,2015-10-22 02:16:35,37,8811,Too few records from DBpedia,dbpedia,Abdurrahman
6277,,2015-10-23 15:13:08,66,9017,"Ontology with concepts about many domains (transport, environment, engineering, …)",ontology,
6278,,2015-10-23 15:54:23,27,9018,Is there anyway to get the NDC code for a drug from the drug enforcement report fields?,openfda;json,
6279,6296,2015-10-23 17:09:28,74,9021,"MIMIC-III: Why is the time stamp of prescription only ""per day""?",mimic-iii,
6283,,2015-10-23 22:54:18,104,1652,Start and stop times for non-invasive mechanical ventilation in MIMIC,mimic-iii,
6284,,2015-10-24 01:47:34,1126,9025,Looking for open dataset containing data for disease and symptoms,r;python,
6285,,2015-10-24 05:24:21,33,9027,How can I obtain OSHA 300 nursing home data?,labor,
6288,,2015-10-24 18:48:22,62,9032,offline bar code databases,programming,
6289,,2015-10-24 18:51:37,84,9033,"Does ""Salary After Attending"" variable include all attendees or only those who graduate?",collegescorecard,
6291,6293,2015-10-24 23:24:04,202,9038,Current biohazard/disease outbreak dataset,api;medical,
6292,,2015-10-24 23:34:05,108,2485,Property ownership data,city;real-estate;land,
6295,,2015-10-25 12:23:10,190,8991,Memory consumption MIMIC-III,mimic-iii,
6297,,2015-10-25 15:41:59,35,8710,Energy usage in Canada,data-request;energy;canada,
6298,6353,2015-10-25 16:45:31,162,8991,MIMIC-III diagnosis column,mimic-iii,
6300,,2015-10-25 14:45:43,564,9046,Free public real time social data APIs,api;api-request;social-media,Caballero
6303,,2015-10-26 08:45:18,74,8991,Priority sequence column in diagnosis_icd,mimic-iii,
6304,6351,2015-10-26 09:37:23,115,8991,Where did the attribute ICU_EXPIRE_FLAG go from MIMIC-II to MIMIC-III?,mimic-iii,
6306,6432,2015-10-26 12:16:17,93,8991,Admitted to the ICU before admission to the hospital,mimic-iii,
6309,,2015-10-26 13:46:54,115,9052,NDC's in Enforcement Reports - Package vs Product vs Product Description?,openfda;json,
6312,,2015-10-26 23:08:45,419,9055,Database of adult sites,data-request,
6314,,2015-10-27 01:10:46,18,4203,Where can I find data on the number of social media users who checked in to a store at any given period of time?,data-request,
6316,,2015-10-27 04:06:08,259,9047,Open datasets on medicine/drugs and its uses in treatment,data-request;medical;drugs,
6317,,2015-10-27 05:16:55,83,6475,List of inverse and polarity flip words required,data-request;language;english,
6318,,2015-10-27 07:40:47,43,9061,Data for the distribution of US household annual income by year and state,data-request;usa;us-census;income,
6320,,2015-10-27 17:41:30,138,9067,MIMIC-III Citation,mimic-iii,
6322,,2015-10-28 00:26:53,100,8984,"Employer's website is ""web scraping"" from another site, can I be liable even though I did not write that code?",legal;web-crawling;ethics,
6325,6357,2015-10-28 10:01:36,112,6891,Financial Accounts - Intersectoral Flow-of-Funds Data,data-request;finance;federal,
6326,,2015-10-28 10:11:51,4651,9075,Speech audio files dataset with language labels,language;machine-learning;audio,
6333,,2015-10-28 18:03:08,35,9078,Finding data yielded in search results,data.gov;medical,
6336,,2015-10-28 22:44:56,30,1652,Data set of objects with properties,data-request;nlp,
6338,,2015-10-29 12:53:41,32,9089,When will the API V3.0 be updated for 2016 Rates,healthcare-finder-api,
6343,,2015-10-29 21:32:58,24,6620,Data on ethnicity of African names,data-request,
6344,,2015-10-29 22:21:17,21,9092,U.S. Sports Scheduling Data at a League level,data-request;sports,
6346,6361,2015-10-30 14:00:37,77,230,GIThub to share a set of SPARQL queries,linked-data;sparql;github,
6347,,2015-10-30 15:22:13,35,8818,National Flood Insurance Data,government;weather,
6348,,2015-10-30 16:19:38,64,9100,Syntax for tobacco use on healthcare.gov API,healthcare-finder-api,
6350,,2015-10-30 18:08:21,98,505,Number of Museums' visitors and ticket revenue,data-request;historical;europe;glam,
6356,6393,2015-10-31 22:27:26,220,9106,Research paper on machine failure prediction or predictive maintenance,data-request;research,
6362,,2015-11-01 14:55:58,58,9102,Data for testing sequence tagging algorithm,data-request;machine-learning;research,
6367,,2015-11-02 14:55:33,16,9121,Multi-Sample Reliability Data that follows Weibull Distribution,data-request;reliability,
6368,6373,2015-11-02 16:24:40,174,2686,Seeking gis data or geospatial wildfires,data-request;geospatial,
6371,,2015-11-02 21:18:08,30,9126,Where can I find a global life expectancy table?,data-request;demographics;biology;global,
6374,6381,2015-11-03 04:01:38,306,9128,Can I get 1000 images from any image search engine for education/research purpose?,data-request;api;machine-learning;images,
6378,,2015-11-03 17:02:51,875,6546,"Batch conversions of lat, lon to US census tract?",us-census,
6379,,2015-11-03 18:45:13,44,9135,How do I get paginated data sorted by load date from the OSHA api detailed here?,api;labor,
6380,,2015-11-03 18:53:35,18,6029,Immigrant Destination by City of Entry or City of Birth,data-request,
6386,,2015-11-04 19:17:42,27,3937,Does Rutgers University Provide Open-Source Geospatial Datasets?,releasing-data,
6388,,2015-11-04 19:40:05,36,9147,Where do I find what to put in queries to openFEC,api-request;openfec,
6389,,2015-11-04 20:28:49,61,9149,Is there a openFDA Data Pipeline version supported for Windows?,openfda;api,
6390,,2015-11-05 10:30:31,1428,9155,Any APIs available that provide data of Indian vehicles?,api;api-request;india,
6395,6396,2015-11-05 22:06:58,50,1652,How to get the list of ICUSTAY_IDs that happened in a given HADM_ID?,mimic-iii,
6397,6566,2015-11-05 22:52:34,347,1652,Is the patient's height available?,mimic-iii,
6398,6431,2015-11-05 23:47:27,32,1652,Why are some transfers.ICUSTAY_ID null?,mimic-iii,
6399,6761,2015-11-06 00:21:48,265,1652,Are the APACHE scores available somewhere?,mimic-iii,
6400,6552,2015-11-06 00:24:40,36,1652,Is there a log of BIDMC's bed capacity changes?,mimic-iii,
6401,,2015-11-06 00:28:06,197,1652,Where to find the most recent mapping between Clinical and Waveform Records?,mimic-iii,
6402,,2015-11-06 00:32:36,38,1652,How to map WFDB_Annotation().getTime() to actual timestamps?,mimic-iii,
6404,,2015-11-06 14:43:24,41,1652,Mapping between MIMIC-II v2.6's meditems' itemids and MIMIC-III d_items?,mimic-iii,
6405,,2015-11-06 16:37:03,88,1652,Detecting use of vasopressor in a patient in MIMIC,mimic-iii,
6410,,2015-11-07 04:58:45,79,1652,diagnoses_icd.sequence in MIMIC-III: does the order matter aside from the primary diagnosis?,mimic-iii,
6411,,2015-11-07 06:23:26,57,6620,Facebook data Africa,data-request;africa,
6414,,2015-11-07 20:59:09,33,9174,historical price data for Sdax Index,finance;germany,
6415,,2015-11-08 03:01:55,90,9177,Open Audio Database of English Letters,english;audio,
6417,,2015-11-09 10:11:00,94,754,Show areas defined by sets of latitude/longitude,geospatial;maps,
6418,,2015-11-09 20:06:17,136,6386,Example of credit card usage data,finance;data-format;bank,
6420,,2015-11-10 01:48:35,18,1652,How often does a waveform record come from two or more patients?,mimic-iii,
6421,6423,2015-11-10 01:50:20,35,1652,In which cases is a waveform recording split into two recordings in MIMIC WDB 2v3?,mimic-iii,
6424,,2015-11-10 15:00:55,43,9196,Collection of related datasets (akin to transfer learning),machine-learning,
6425,,2015-11-10 15:02:18,19,9197,Car types by country,products,
6427,,2015-11-10 23:56:37,38,6546,What is the coverage of Google case law for New York state?,usa;legal,
6429,,2015-11-11 01:33:00,34,3840,How do I acquire bike network shapefiles for a particular region?,data-request;usa;geospatial;openstreetmap,
6434,,2015-11-10 14:37:49,75,9197,Dataset: Car types by country,data-request;transportation;global,Kewitschka
6437,6438,2015-11-11 18:45:21,1231,9210,Looking for sample lat/long data of thousands of US addresses,data-request;usa;geocoding;csv,
6439,,2015-11-11 18:57:16,68,3744,Looking for the smoking count or rate per census tract in New York State,healthcare;census,
6440,,2015-11-11 20:26:12,73,9211,Looking for conversation transcripts,data-request;nlp,
6441,,2015-11-11 22:20:39,146,9212,Where can I find open data about sport's competitions?,data-request;sports,
6444,,2015-11-12 10:45:32,51,7069,Heat map of Belgium,maps,
6445,,2015-11-12 13:37:57,316,9217,Open database for ski resorts/stations,sports,
6447,,2015-11-12 16:35:08,144,3866,Looking for chat bubble icon in SVG format,images,
6451,,2015-11-12 23:17:50,72,6029,STRIDE data all years,data-request;drugs,
6452,,2015-11-13 03:23:15,100,9223,Tools and steps for converting 3-star data to 4 star,conversion;5-star-scheme,
6455,6463,2015-11-13 10:33:45,79,9225,Sierra Leone Ethnic Groups - Shapefile,uses-of-open-data;r,
6456,,2015-11-13 14:23:04,16,9227,Health rated data and information in Ghana and Kenya needed,data-request;healthcare,
6457,6461,2015-11-13 19:38:58,32,9160,Library containing dictionary definitions,dictionary,
6462,,2015-11-14 10:42:46,87,6475,Grouped vocabulary list as .txt or .csv files,data-request;csv;dictionary;txt,
6465,,2015-11-15 19:19:13,21,9245,Looking for structured US Secretary of State public schedule,data-request;usa;state;federal,
6467,6469,2015-11-16 07:00:24,1682,9254,Dataset for emotion classification,machine-learning;research,
6470,,2015-11-16 12:38:43,143,975,Larger data sets with random treatment (Randomized Trial Data),data-request;randomized-trial,
6471,,2015-11-16 15:34:57,108,9256,Publishing Weather Data under Creative Commons / Peer Production License,api;releasing-data;weather;metadata,
6472,,2015-11-16 17:32:57,63,9257,"Good, free dataset to practice cross validation?",data-request;machine-learning,
6473,6533,2015-11-16 22:11:12,71,9259,How do you maintain continuity in race definitions across time?,collegescorecard,
6474,,2015-11-16 23:59:51,38,6620,19th Century Patent Data,data-request,
6475,,2015-11-16 16:54:38,36,9263,Heavy tailed dataset for heavy hitters problem,machine-learning,R B
6481,,2015-11-17 15:41:05,56,9266,Historical weather data for Pyrenees Atlantiques,data-request;weather;france,
6483,,2015-11-18 04:54:04,53,,Where can I find OPRA data?,data-request;finance,analyst
6486,,2015-11-18 10:36:50,52,9279,Clouds realtime,maps,
6491,,2015-11-19 05:40:46,21,9287,Land Use Data for Beijing for 1985 and 2010,data-request;economics;city,
6492,,2015-11-19 05:53:39,25,9288,"Which agencies and which part to get training data for passports, id cards and licenses",machine-learning,
6493,,2015-11-19 18:30:54,46,1095,Text of US Presidents' inaugural addresses,government;text,
6495,7901,2015-11-21 06:48:20,214,754,Deaths by falling coconuts,data-request;healthcare;medical;global,
6497,,2015-11-21 15:48:04,112,1652,Why are some PubMed IDs missing?,pubmed,
6500,,2015-11-22 05:09:36,36,1652,Effect of foods on diseases,data-request;healthcare,
6501,,2015-11-22 06:42:06,18,9307,Is there a Glossary of Terms for the Federal Elections Commission API?,government;metadata;openfec,
6505,6509,2015-11-22 20:42:52,57,5933,Happiness Cross Sectional Data,data-request,
6506,,2015-11-23 05:28:03,104,9312,Hindi tweets datasets freely available,data-request,
6507,6543,2015-11-24 04:43:44,83,9325,Huge Biomedical Corpus for Unsupervised Experiments,data-request;machine-learning;nlp,
6508,,2015-11-24 05:03:40,107,9326,Does anyone know a public open GPS datasets with labeled visited places (POI) that we can use in research projects?,data-request;geospatial,
6510,,2015-11-24 09:50:39,85,3109,publicly available dataset of loan advertisement,data-request;finance,
6512,,2015-11-24 12:11:13,279,4194,"Which format (CSV, JSON, Atom, RSS?) should events data be published in?",releasing-data;data-format;5-star-scheme,
6513,,2015-11-24 12:43:52,26,9330,MIT reality mining,crowdsourcing,
6516,,2015-11-24 16:21:38,50,9334,"In the CSD, which Institution ID is used to merge in Earnings/Repayment Data",collegescorecard,
6518,,2015-11-24 17:39:43,46,9336,Examples of openly accessible field or farm-level soil acidity (pH) data?,data-request;agriculture,
6521,,2015-11-24 18:52:04,9,9338,Windows kernel or user mode crash dumps,data-request;programming,
6522,,2015-11-24 18:57:39,38,9338,Wireshark capture files,data-request;internet,
6523,,2015-11-24 22:57:38,48,9341,Inconsistent UCC usage in Consumer Expenditure Survey,government;economics;survey,
6524,,2015-11-24 23:25:00,33,3004,International Median Income Data at City Level,city;income;global,
6526,,2015-11-25 13:48:30,217,9349,Where can I find data to determine the US county from an US address?,data-request;usa;county,
6528,,2015-11-25 14:30:02,82,9350,Standard digit database in English and Marathi language,data-request,
6529,6530,2015-11-25 16:27:37,179,7216,Database or download of Amtrak station codes?,data-request,
6538,,2015-11-27 08:24:10,19,9364,Dataset suggestions for teaching data science in a for-profit setting,data-request;machine-learning,
6540,,2015-11-27 07:39:12,63,9364,Dataset suggestions for teaching data science in a for-profit setting,machine-learning,Navaneethan Santhanam
6542,,2015-11-27 15:02:18,39,9279,Better global elevation data,metadata,
6544,,2015-11-28 18:24:01,58,9373,Any data about Mobile Phone Contacts?,data-request;telecom,
6547,6553,2015-11-29 21:20:52,92,9382,"ADMISSIONS Table, recent Mimic-III Postgres Updates",mimic-iii,
6548,6565,2015-11-29 22:41:47,47,8874,Average Internet Download Speeds for All Countries,internet,
6551,,2015-11-30 14:32:36,34,3382,"To whom does ""author"" refer when using schema.org's ""MusicAlbum"" schema?",best-practice,
6555,6560,2015-12-01 03:13:56,193,9393,Where to get data for each WBAN ID and Station ID and its corresponding city,data-request;weather;noaa,
6557,6624,2015-12-01 14:37:12,787,9398,Where can I find data for Formula 1 races and race cars,data-request;sports;historical,
6563,,2015-12-02 14:38:23,75,9429,How do I get Google Analytics data for teaching college course?,education,George S.
6568,6614,2015-12-03 05:04:27,677,9418,Medical Terminology in Patient Medical Records - Public Data Sets,data-request;data.gov;healthcare;nlp;medical,
6569,6575,2015-12-03 07:44:53,118,8547,Where can I find datasets of mailing list archives of open source software?,data-request;machine-learning,
6571,,2015-12-03 08:36:56,40,9420,MIMIC III database - patients height and weight information,mimic-iii,
6573,,2015-12-03 11:18:26,32,6701,Networks of three actors data set,data-request;network-structure,
6576,,2015-12-04 00:23:37,49,9432,How can I find state-level data on the unemployment rate of youth for 2014 and 2015?,data-request;data.gov;economics;research;state,
6578,,2015-12-04 08:57:06,275,5837,uk streets for UK postcodes,data-request;maps;geospatial;uk,
6583,6688,2015-12-04 17:15:48,310,3565,"Where can I find data on the winner of the presidential popular vote by U.S. county, for as many elections as possible?",data-request;usa;elections,
6585,,2015-12-03 15:34:04,51,9441,Database of images to estimate cloud cover,data-request;weather;metadata;photographs,Katarina
6588,,2015-12-04 22:57:25,31,9442,Political candidate demographics,data-request,
6593,,2015-12-05 14:27:55,49,9449,Specific historical data,historical;r,
6594,6619,2015-12-05 19:58:01,80,9451,Violent crime statistics involving guns,crime;unstructured-data,
6596,,2015-12-05 21:20:37,197,1652,Do some Kaggle contest organizers remove the data sets after the end of the contest?,legal,
6602,6603,2015-12-06 23:31:56,1684,9393,New York City weather data,data-request;weather;noaa,
6608,,2015-12-07 16:52:07,67,1052,"Accounts payables, accounts receivables, invoices, and bills",finance;prices,
6612,6613,2015-12-08 09:27:40,34,8642,Customer Support Interactions data?,data-request,
6615,,2015-12-08 21:33:41,41,9483,cattle and sheep production and reproduction records,data-request;uses-of-open-data;csv,
6621,6649,2015-12-09 03:48:39,68,9393,Understanding Precipitation data,weather;metadata;noaa,
6622,,2015-12-09 10:10:04,29,9490,Common words missing from typical spellcheckers,language;software,
6625,,2015-12-09 12:33:13,40,9493,Domain Name Service (DNS) A/ASN/NSrecords of Fast-Flux Domains,data-request,
6627,,2015-12-09 17:04:30,99,9496,Where can I find Historical GIS datasets?,data-request;maps;geospatial;historical;europe,
6628,,2015-12-09 18:07:13,34,9498,Telecommunications Spending Data for Businesses,data-request;business;telecom,
6629,,2015-12-09 18:44:59,234,9499,Free UPC database?,barcodes,
6631,,2015-12-09 20:33:30,13,9500,getIFPPlanQuotes - Filters and Maximum Page Size,healthcare;healthcare-finder-api,
6632,6654,2015-12-10 01:06:44,318,9452,Macro Indicators of Economic Data by ZIP Codes or Cities in the US,data-request;api-request;economics;city;postal-code,
6633,,2015-12-10 06:44:06,57,9508,Is there any open data set related to fault of telecom network or ISP?,data-request;machine-learning;telecom,
6634,6638,2015-12-10 08:41:26,56,6712,How to get the location of every pub in Britan?,address,
6635,,2015-12-10 09:50:39,57,9510,User profiles from professional social network,data-request;api;api-request;releasing-data;social-media,
6636,,2015-12-10 11:01:34,95,5851,Publicly available dataset of physician notes,data-request;healthcare;nlp,
6639,,2015-12-10 12:40:01,41,9514,Modelled air pollution data for UK at monthly resolution,data-request;uk;environment,
6641,10747,2015-12-10 13:34:53,107,6712,Geodata to make a map of the UK with counties outlined,data-request;maps,
6642,,2015-12-10 13:42:52,85,9518,Cost of 1-bedroom apartment rental in US by zip code?,data-request,
6645,,2015-12-09 21:19:10,1120,9518,Where can I find a cost of living index by zip code?,data-request;economics;prices;real-estate,arschie
6647,,2015-12-11 17:48:11,56,9535,(mimic-iii) Why D_LABITEMS doesn't have reference range while D_ITEMs has?,mimic-iii,
6655,,2015-12-12 13:17:20,76,9541,Data set of Online Store's Customers' Transaction Web Logs?,data-request;business,
6656,,2015-12-12 17:19:19,18,9542,Image Data for Semantic Segmentaion,data-request;images,
6658,,2015-12-14 00:29:04,86,9547,National Women's Soccer League API,data-request;api-request;sports,
6659,,2015-12-14 03:49:25,36,4211,Are there data sets that contain math problems (and preferably their solutions) at the college level,data-request,
6661,,2015-12-14 13:49:13,241,9552,Open Source MRI Image Dataset,data-request;images,
6664,,2015-12-15 12:31:32,132,4016,Bike sharing data with customer ID,data-request;time-series,
6667,,2015-12-15 23:02:15,53,4211,Looking for an e-commerce backend dataset,data-request;business,
6668,,2015-12-16 01:43:06,36,2686,Snow days per county per monthly in US specifically in Colorado?,data-request;usa;weather,
6669,,2015-12-16 03:41:29,36,9479,Looking for downloadable H1B LCA application data,data-request,
6671,,2015-12-16 10:33:01,130,9420,Photoplethysmogram sampling frequency problem,mimic-iii,
6672,,2015-12-16 14:08:54,41,9572,"data.gov CKAN API ignores row parameter, returns duplicate results for different search terms",data.gov;api;ckan;python,
6674,,2015-12-16 18:34:36,19,9576,OPTIONS request failing to api.finder.healthcare.gov from the browser?,healthcare-finder-api,
6676,,2015-12-16 22:59:29,236,1652,Physician notes with annotated PHI,data-request;healthcare;nlp,
6677,,2015-12-16 23:39:50,38,9578,Flight Plans filed with the FAA,data-request;usa;transportation,
6680,,2015-12-17 16:09:49,67,9568,Is it possible to get a complete list of medical devices through OpenFDA?,openfda;uses-of-open-data;medical,
6682,,2015-12-17 17:49:59,51,9600,Do repayment variables in the College Scorecard refer only to debt acquired as an undergraduate?,collegescorecard,
6683,,2015-12-17 18:12:41,62,9600,Do the College Scorecard's debt amount variables include only debt among students who borrowed?,collegescorecard,
6684,,2015-12-17 18:46:03,60,9568,Is there a OpenFDA API Basics for medical devices?,openfda;uses-of-open-data,
6686,,2015-12-17 21:17:08,39,7244,Where are the rich and poor living?,geospatial;population;gdp,
6689,,2015-12-17 23:35:52,28,9254,Information retrieval problem,research;search-engine,
6690,,2015-12-18 03:29:28,69,1652,Downloadable word embeddings,data-request;nlp,
6692,,2015-12-18 11:51:26,23,3905,Where to get average US profit by industry?,business,
6693,,2015-12-15 19:59:57,58,1359,How do I find out how much doctors get reimbursed by medicare for certain procedures?,healthcare;medical,Christian
6694,6708,2015-12-18 14:31:44,54,8547,"Where can I find natural language artifacts (requirements document, design documents, change requests) of open source software?",data-request;machine-learning;uses-of-open-data;nlp,
6695,,2015-12-18 16:24:34,49,9605,List of all UK sports clubs,data-request;data.gov;sports,
6696,,2015-12-18 16:37:31,95,1052,Initial public offerings,data-request;usa;finance;companies,
6701,,2015-12-19 22:53:39,196,4327,People check-in Dataset,data-request;uses-of-open-data,
6702,,2015-12-20 01:26:24,71,1345,Affirmative action data for college admissions,data-request;education,
6704,,2015-12-20 22:31:53,62,1052,List of political blogs,data-request;web-crawling;text,
6705,,2015-12-21 08:06:36,140,9615,Statistics on the number of seats per car,transportation,
6706,,2015-12-21 16:32:17,74,8991,Patient admitted to ICU after cardiac arrest (post cardiac arrest) in MIMIC-III,uses-of-open-data;mimic-iii,
6707,,2015-12-21 18:06:12,116,9621,A global database of email addresses,data-request;email,
