Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount,FavoriteCount,ParentId,OwnerDisplayName
4786,2,,1426670811,1,,5993,5993,2015-03-19 18:56:55,2015-03-19 18:56:55,2,,4776,
4787,2,,1426678123,2,,1667,,,2015-03-18 22:28:43,0,,4782,
4788,2,,1426712860,2,,5617,,,2015-03-19 08:07:40,0,,4764,
4789,2,,1426732581,2,,1511,1511,2015-03-19 14:03:59,2015-03-19 14:03:59,0,,266,
4796,2,,1426826924,1,,190,,,2015-03-20 15:48:44,0,,4795,
4797,2,,1426831308,0,,6027,8924,2015-10-15 17:52:07,2015-10-15 17:52:07,1,,862,
4799,2,,1426844576,2,,70,70,2015-03-25 17:02:15,2015-03-25 17:02:15,1,,4798,
4801,2,,1426848355,2,,6032,6032,2015-03-20 21:51:56,2015-03-20 21:51:56,0,,4800,
4803,2,,1426878954,1,,1511,-1,2017-04-13 12:57:30,2015-03-21 06:15:54,1,,4798,
4804,2,,1426879522,0,,1511,,,2015-03-21 06:25:22,0,,4795,
4805,2,,1426879906,3,,1511,,,2015-03-21 06:31:46,1,,4802,
4807,2,,1426885790,5,,6035,,,2015-03-21 08:09:50,0,,4376,
4810,2,,1426956278,2,,334,,,2015-03-22 03:44:38,1,,4802,
4811,2,,1426985625,3,,6039,6039,2015-03-22 12:06:01,2015-03-22 12:06:01,0,,3575,
4814,2,,1427032463,2,,6022,,,2015-03-23 00:54:23,0,,4794,
4816,2,,1427054421,2,,1511,,,2015-03-23 07:00:21,0,,4813,
4818,2,,1427059796,1,,1511,,,2015-03-23 08:29:56,0,,4815,
4821,2,,1427101470,1,,6014,,,2015-03-23 20:04:30,0,,4768,
4822,2,,1427104189,0,,1667,,,2015-03-23 20:49:49,1,,4792,
4823,2,,1427119500,2,,90,,,2015-03-24 01:05:00,2,,4820,
4824,2,,1427134863,4,,754,754,2015-03-24 08:27:26,2015-03-24 08:27:26,0,,4817,
4826,2,,1427130273,2,,1954,,,2015-03-24 04:04:33,0,,4825,Aleksandr Blekh
4827,2,,1427160163,4,,18,,,2015-03-24 12:22:43,0,,4825,
4828,2,,1427160326,1,,6029,,,2015-03-24 12:25:26,0,,4825,
4829,2,,1427164165,3,,6059,-1,2017-04-13 12:57:30,2015-03-24 16:01:31,0,,1840,
4836,2,,1427189526,2,,1667,,,2015-03-24 20:32:06,0,,4834,
4837,2,,1427218198,5,,4194,,,2015-03-25 04:29:58,1,,4817,
4839,2,,1427229865,1,,1511,-1,2017-04-13 12:57:30,2015-03-25 18:16:06,0,,4833,
4846,2,,1427265030,2,,18,,,2015-03-25 17:30:30,1,,4768,
4849,2,,1427269729,0,,3131,,,2015-03-25 18:48:49,0,,4833,
4852,2,,1427279573,5,,5834,,,2015-03-25 21:32:53,0,,511,
4854,2,,1427311476,2,,754,754,2015-03-27 05:20:16,2015-03-27 05:20:16,1,,4833,
4857,2,,1427342615,3,,6083,,,2015-03-26 15:03:35,0,,4607,
4859,2,,1427356095,1,,6086,6086,2015-04-14 23:41:03,2015-04-14 23:41:03,1,,1747,
4875,2,,1427425198,1,,3497,,,2015-03-27 13:59:58,0,,4717,
4878,2,,1427429282,4,,18,6218,2015-11-08 00:11:23,2015-11-08 00:11:23,5,,4872,
4879,2,,1427438190,2,,4266,,,2015-03-27 17:36:30,0,,4081,
4881,2,,1427483892,3,,1511,,,2015-03-28 06:18:12,0,,4855,
4882,2,,1427484827,2,,1511,-1,2017-04-13 12:57:30,2015-03-28 06:33:47,1,,4880,
4883,2,,1427485432,2,,1511,-1,2017-05-23 12:37:20,2015-03-28 06:43:52,0,,4873,
4887,2,,1427653230,2,,754,,,2015-03-30 05:20:30,5,,4631,
4891,2,,1427694377,3,,6096,1511,2015-08-02 17:00:44,2015-08-02 17:00:44,0,,1921,
4892,2,,1427697167,8,,70,70,2015-07-03 17:48:34,2015-07-03 17:48:34,0,,3426,
4893,2,,1427697838,0,,6116,6116,2015-03-30 18:06:56,2015-03-30 18:06:56,2,,562,
4894,2,,1427701388,1,,3564,,,2015-03-30 18:43:08,0,,3831,
4896,2,,1427708345,2,,3937,,,2015-03-30 20:39:05,2,,4888,
4900,2,,1427758658,2,,6122,6122,2015-04-14 14:13:58,2015-04-14 14:13:58,1,,374,
4902,2,,1427769155,1,,263,,,2015-03-31 13:32:35,2,,4901,
4903,2,,1427772599,5,,18,,,2015-03-31 14:29:59,0,,4901,
4905,2,,1427842594,1,,570,,,2015-04-01 09:56:34,0,,1318,
4911,2,,1427880275,3,,6132,,,2015-04-01 20:24:35,2,,3946,
4913,2,,1427931006,3,,70,70,2015-04-02 10:39:07,2015-04-02 10:39:07,5,,4912,
4921,2,,1428074050,4,,6158,,,2015-04-04 02:14:10,0,,4756,
4922,2,,1428154143,3,,263,-1,2017-05-23 12:37:20,2015-04-05 00:29:03,0,,4851,
4923,2,,1428223213,-1,,6167,6167,2015-04-06 08:18:01,2015-04-06 08:18:01,1,,4687,
4928,2,,1428295728,2,,1095,,,2015-04-06 14:48:48,0,,3717,
4930,2,,1428316066,2,,6185,,,2015-04-06 20:27:46,0,,1054,
4932,2,,1428327916,5,,4194,4194,2015-04-09 04:31:33,2015-04-09 04:31:33,6,,313,
4933,2,,1428328137,3,,4194,,,2015-04-06 23:48:57,0,,4917,
4935,2,,1428335558,2,,2976,,,2015-04-07 01:52:38,1,,4917,
4938,2,,1428354182,4,,90,18,2015-04-07 11:47:46,2015-04-07 11:47:46,0,,4934,
4940,2,,1428384553,3,,1511,,,2015-04-07 15:29:13,0,,4939,
4942,2,,1428402727,1,,5974,,,2015-04-07 20:32:07,0,,4941,
4946,2,,1428426993,2,,90,,,2015-04-08 03:16:33,0,,4945,
4948,2,,1428441223,1,,244,,,2015-04-08 07:13:43,0,,4944,
4949,2,,1428449755,3,,1511,-1,2017-05-23 12:37:20,2015-04-08 11:25:42,0,,4947,
4951,2,,1428459368,4,,567,,,2015-04-08 12:16:08,0,,4290,
4952,2,,1428462474,2,,1511,-1,2017-04-13 12:57:30,2015-04-09 10:51:10,0,,4927,
4953,2,,1428464172,1,,334,,,2015-04-08 13:36:12,0,,4945,
4955,2,,1428465892,2,,244,-1,2017-04-13 12:57:30,2015-04-08 14:04:52,0,,4945,
4957,2,,1428478528,3,,312,,,2015-04-08 17:35:28,0,,4563,
4958,2,,1428483798,4,,90,1511,2015-04-09 10:50:09,2015-04-09 10:50:09,3,,4954,
4962,2,,1428184365,6,,1954,,,2015-04-05 07:52:45,2,,4961,Aleksandr Blekh
4963,2,,1428526938,2,,312,,,2015-04-09 07:02:18,0,,4956,
4964,2,,1428528898,5,,1954,,,2015-04-09 07:34:58,0,,4956,
4967,2,,1428601728,5,,958,,,2015-04-10 03:48:48,2,,4966,
4970,2,,1428634964,2,,6219,,,2015-04-10 13:02:44,0,,4340,
4972,2,,1428652848,3,,3730,3730,2015-04-10 19:01:33,2015-04-10 19:01:33,1,,4959,
4973,2,,1428653958,1,,3730,,,2015-04-10 18:19:18,0,,3317,
4975,2,,1428652089,2,,,,,2015-04-10 17:48:09,0,,4974,tomc4yt
4977,2,,1428688571,3,,,,2015-04-12 00:44:14,2015-04-12 00:44:14,0,,4936,user6188
4980,2,,1428817199,2,,244,-1,2017-04-13 12:57:30,2015-04-12 15:39:59,0,,4974,
4982,2,,1428855179,1,,6233,,,2015-04-13 02:12:59,0,,4443,
4983,2,,1428869854,2,,1511,,,2015-04-13 06:17:34,0,,4981,
4984,2,,1428877320,2,,754,754,2015-04-17 02:15:50,2015-04-17 02:15:50,0,,4978,
4985,2,,1428892792,4,,18,90,2016-06-14 14:18:02,2016-06-14 14:18:02,0,,4981,
4986,2,,1428894977,5,,1511,1511,2017-05-17 08:51:13,2017-05-17 08:51:13,0,,1576,
4991,2,,1428955773,6,,6242,6242,2015-04-16 03:39:17,2015-04-16 03:39:17,3,,4909,
4992,2,,1428956973,3,,6203,,,2015-04-14 06:29:33,1,,4950,
4997,2,,1428999556,4,,1511,-1,2017-05-23 12:37:20,2015-04-14 18:19:16,0,,4996,
5001,2,,1429044102,-3,,6258,,,2015-04-15 06:41:42,1,,862,
5003,2,,1429076809,5,,1511,-1,2017-04-13 12:57:30,2015-04-15 15:46:49,0,,46,
5006,2,,1429081568,2,,6238,,,2015-04-15 17:06:08,0,,5005,
5007,2,,1429089666,4,,1511,-1,2017-04-13 12:41:09,2015-04-16 15:20:41,0,,4999,
5008,2,,1429100779,4,,18,,,2015-04-15 22:26:19,0,,4999,
5011,2,,1429128130,3,,3951,,,2015-04-16 06:02:10,0,,5010,
5016,2,,1429162041,4,,90,,,2015-04-16 15:27:21,0,,4906,
5017,2,,1429169425,3,,6274,,,2015-04-16 17:30:25,2,,4819,
5018,2,,1429169943,3,,6274,6274,2015-11-30 14:28:33,2015-11-30 14:28:33,0,,5004,
5019,2,,1429180970,1,,1511,-1,2017-05-23 12:37:20,2015-04-16 20:42:50,1,,1693,
5023,2,,1429204006,4,,754,,,2015-04-17 03:06:46,0,,5022,
5025,2,,1429225543,5,,6279,6279,2015-04-17 09:11:28,2015-04-17 09:11:28,1,,4791,
5026,2,,1429252088,3,,18,,,2015-04-17 16:28:08,3,,4929,
5027,2,,1429255923,3,,6274,,,2015-04-17 17:32:03,0,,4998,
5029,2,,1429310713,2,,,,2015-04-18 09:00:57,2015-04-18 09:00:57,2,,5000,user6188
5030,2,,1429329015,2,,1511,-1,2017-04-13 12:33:39,2015-04-18 13:55:29,3,,5024,
5031,2,,1429338349,3,,3564,,,2015-04-18 16:25:49,4,,5028,
5035,2,,1429442225,3,,6296,,,2015-04-19 21:17:05,0,,5034,
5046,2,,1429521745,1,,2075,,,2015-04-20 19:22:25,0,,1059,
5047,2,,1429584773,5,,6313,,,2015-04-21 12:52:53,0,,3484,
5056,2,,1429644867,5,,2075,2075,2015-05-20 19:19:53,2015-05-20 19:19:53,2,,5050,
5057,2,,1429657942,2,,1511,-1,2017-05-23 12:37:20,2015-04-22 10:50:45,0,,5049,
5059,2,,1429672551,2,,2075,2075,2015-04-22 20:17:00,2015-04-22 20:17:00,0,,5058,
5060,2,,1429672553,1,,5830,,,2015-04-22 13:15:53,0,,5058,
5061,2,,1429678898,2,,1052,,,2015-04-22 15:01:38,0,,5032,
5063,2,,1429708168,1,,3940,,,2015-04-22 23:09:28,0,,4998,
5065,2,,1429744067,2,,6314,6314,2015-04-23 09:14:03,2015-04-23 09:14:03,0,,5048,
5066,2,,1429750869,-3,,2069,,,2015-04-23 11:01:09,7,,5064,
5067,2,,1429761265,3,,1052,1052,2015-04-29 11:20:05,2015-04-29 11:20:05,1,,4192,
5070,2,,1429775027,3,,263,,,2015-04-23 17:43:47,0,,5062,
5071,2,,1429780476,5,,1511,1511,2015-04-27 13:32:13,2015-04-27 13:32:13,2,,5064,
5072,2,,1429784304,2,,958,,,2015-04-23 20:18:24,0,,5068,
5121,2,,1429835793,2,,6336,6336,2015-04-24 11:23:56,2015-04-24 11:23:56,0,,5052,
5123,2,,1429838875,2,,6274,,,2015-04-24 11:27:55,0,,5052,
5124,2,,1429839353,6,,2075,2075,2015-05-20 19:21:07,2015-05-20 19:21:07,1,,5119,
5125,2,,1429845406,2,,3217,,,2015-04-24 13:16:46,2,,4872,
5129,2,,1429880442,2,,4203,4293,2017-06-23 00:55:32,2017-06-23 00:55:32,0,,5062,
5130,2,,1429917600,5,,2293,,,2015-04-25 09:20:00,1,,4790,
5132,2,,1429941055,3,,1511,754,2015-04-27 04:09:37,2015-04-27 04:09:37,0,,4855,
5134,2,,1429980721,2,,90,,,2015-04-26 02:52:01,0,,5133,
5136,2,,1430042832,0,,6353,1667,2016-01-04 23:01:50,2016-01-04 23:01:50,2,,4790,
5137,2,,1430045942,7,,2976,-1,2017-05-23 12:37:20,2015-04-26 20:59:02,0,,5120,
5138,2,,1430062504,1,,6086,754,2015-04-27 15:30:01,2015-04-27 15:30:01,2,,4741,
5139,2,,1430067254,2,,754,-1,2017-05-23 12:37:20,2015-04-27 06:49:00,0,,5120,
5140,2,,1430072739,3,,90,-1,2017-05-23 12:37:20,2015-04-27 04:25:39,6,,5120,
5141,2,,1430092706,1,,1511,754,2015-04-28 03:28:30,2015-04-28 03:28:30,0,,5120,
5142,2,,1430108450,2,,6358,18,2015-04-27 20:59:12,2015-04-27 20:59:12,0,,4855,
5143,2,,1430130566,7,,6362,,,2015-04-27 20:29:26,2,,1566,
5144,2,,1430174351,7,,754,,,2015-04-28 08:39:11,0,,5120,
5146,2,,1430195957,2,,1052,-1,2017-05-23 12:37:20,2015-04-28 14:39:17,0,,5135,
5148,2,,1430213446,2,,6274,,,2015-04-28 19:30:46,1,,4820,
5149,2,,1430225881,2,,1052,,,2015-04-28 22:58:01,0,,1400,
5150,2,,1430232157,2,,4194,,,2015-04-29 00:42:37,0,,4274,
5151,2,,1430261973,3,,1052,-1,2017-04-13 12:57:30,2015-04-29 08:59:33,0,,4910,
5152,2,,1430271036,2,,1511,-1,2017-05-23 12:37:20,2015-04-29 11:30:36,0,,4638,
5153,2,,1430275080,3,,117,,,2015-04-29 12:38:00,1,,5147,
5159,2,,1430301827,3,,6078,,,2015-04-29 20:03:47,0,,5147,
5161,2,,1430304832,2,,2588,2588,2015-04-29 21:15:36,2015-04-29 21:15:36,0,,3661,
5162,2,,1430304877,2,,3565,3565,2015-04-29 21:05:07,2015-04-29 21:05:07,0,,5160,
5163,2,,1430305879,4,,6373,6373,2015-04-29 23:11:19,2015-04-29 23:11:19,3,,5160,
5164,2,,1430317400,5,,90,90,2015-05-27 16:05:58,2015-05-27 16:05:58,0,,1273,
5166,2,,1430322615,3,,263,90,2015-05-08 15:07:58,2015-05-08 15:07:58,1,,5157,
5168,2,,1430344853,4,,6379,6379,2015-12-04 10:18:43,2015-12-04 10:18:43,5,,5167,
5169,2,,1430344937,3,,754,,,2015-04-30 08:02:17,0,,5024,
5171,2,,1430357696,3,,1511,1511,2015-04-30 11:45:13,2015-04-30 11:45:13,0,,5170,
5172,2,,1430368303,3,,1052,1052,2015-05-15 12:43:18,2015-05-15 12:43:18,0,,4981,
5173,2,,1430427611,2,,6389,-1,2017-04-13 12:33:47,2015-05-01 09:58:50,2,,4425,
5174,2,,1430464160,3,,1052,1052,2015-05-24 13:00:21,2015-05-24 13:00:21,0,,4425,
5177,2,,1430548415,4,,6086,,,2015-05-02 16:33:35,0,,5176,
5178,2,,1430560949,5,,6278,,,2015-05-02 20:02:29,0,,5176,
5181,2,,1430701885,1,,263,,,2015-05-04 11:11:25,0,,5179,
5183,2,,1430736432,6,,877,,,2015-05-04 20:47:12,0,,5182,
5184,2,,1430756665,1,,90,90,2015-05-05 19:31:30,2015-05-05 19:31:30,1,,3667,
5185,2,,1430757184,3,,90,,,2015-05-05 02:33:04,0,,4897,
5187,2,,1430777554,1,,2464,,,2015-05-05 08:12:34,1,,5176,
5188,2,,1430777837,3,,2464,90,2015-05-05 20:09:28,2015-05-05 20:09:28,2,,5186,
5192,2,,1430900501,2,,35,,,2015-05-06 18:21:41,1,,5180,
5203,2,,1430924640,1,,6436,,,2015-05-07 01:04:00,0,,1824,
5208,2,,1431016327,7,,6446,,,2015-05-08 02:32:07,0,,562,
5212,2,,1431039426,2,,334,958,2015-05-09 17:30:58,2015-05-09 17:30:58,1,,5210,
5213,2,,1431073930,3,,6336,,,2015-05-08 18:32:10,0,,5193,
5215,2,,1431155826,2,,90,,,2015-05-09 17:17:06,0,,5214,
5216,2,,1431157499,1,,1052,,,2015-05-09 17:44:59,0,,5062,
5219,2,,1431232947,0,,1511,,,2015-05-10 14:42:27,0,,4638,
5223,2,,1431302179,3,,877,877,2015-05-11 20:02:05,2015-05-11 20:02:05,0,,5222,
5228,2,,1431020483,3,,6480,,,2015-05-08 03:41:23,1,,5227,Ryan J. Smith
5234,2,,1431417790,6,,877,877,2015-05-12 18:08:13,2015-05-12 18:08:13,2,,5233,
5236,2,,1431419948,1,,2293,,,2015-05-12 18:39:08,1,,5226,
5239,2,,1431408530,1,,,,,2015-05-12 15:28:50,0,,5238,James Allen
5240,2,,1431484021,2,,263,,,2015-05-13 12:27:01,0,,5202,
5242,2,,1431487408,1,,90,,,2015-05-13 13:23:28,0,,511,
5243,2,,1431487527,2,,90,,,2015-05-13 13:25:27,0,,1301,
5245,2,,1431525744,3,,2976,-1,2017-04-13 12:57:30,2015-05-14 00:02:24,0,,5244,
5247,2,,1431556639,1,,6156,,,2015-05-14 08:37:19,0,,5214,
5250,2,,1431567412,9,,70,,,2015-05-14 11:36:52,2,,5248,
5251,2,,1431570275,2,,5418,,,2015-05-14 12:24:35,0,,4367,
5254,2,,1431576172,1,,90,,,2015-05-14 14:02:52,2,,5253,
5256,2,,1431656719,3,,2976,,,2015-05-15 12:25:19,0,,5249,
5257,2,,1431656947,1,,2976,-1,2017-04-13 12:57:30,2015-05-31 13:39:44,0,,5252,
5259,2,,1431677064,1,,1052,-1,2017-04-13 12:57:30,2015-05-15 18:04:24,0,,1301,
5262,2,,1431701562,1,,6332,,,2015-05-16 00:52:42,0,,5261,
5263,2,,1431702494,2,,6332,-1,2017-04-13 12:57:30,2015-05-16 01:08:14,0,,5220,
5264,2,,1431740266,8,,6156,374,2015-09-20 06:09:27,2015-09-20 06:09:27,0,,5261,
5267,2,,1431869176,1,,1511,,,2015-05-17 23:26:16,0,,5034,
5268,2,,1431869715,4,,2976,-1,2017-05-23 12:37:20,2015-05-17 23:35:15,1,,5266,
5271,2,,1431881065,2,,754,,,2015-05-18 02:44:25,0,,5261,
5274,2,,1431937011,3,,6543,6543,2015-05-18 18:24:47,2015-05-18 18:24:47,0,,5244,
5275,2,,1431943368,3,,90,,,2015-05-18 20:02:48,0,,5225,
5276,2,,1431943795,4,,1511,754,2015-05-19 03:27:15,2015-05-19 03:27:15,0,,5273,
5278,2,,1431967320,3,,90,754,2015-05-19 02:50:36,2015-05-19 02:50:36,7,,5277,
5281,2,,1431999482,3,,5418,,,2015-05-19 11:38:02,0,,5280,
5282,2,,1432003072,2,,263,-1,2017-04-13 12:57:30,2015-05-19 12:37:52,0,,5225,
5283,2,,1432029847,0,,6237,,,2015-05-19 20:04:07,0,,5244,
5286,2,,1432071387,3,,6332,-1,2017-05-23 12:37:20,2015-05-20 07:36:27,0,,5284,
5288,2,,1432078447,2,,6156,,,2015-05-20 09:34:07,0,,5285,
5289,2,,1432081509,6,,6044,,,2015-05-20 10:25:09,2,,5287,
5294,2,,1432118152,1,,90,,,2015-05-20 20:35:52,0,,5293,
5295,2,,1432162417,0,,6156,6156,2015-05-21 09:01:34,2015-05-21 09:01:34,1,,4616,
5302,2,,1432194499,2,,6086,,,2015-05-21 17:48:19,0,,5119,
5308,2,,1432259270,5,,2976,,,2015-05-22 11:47:50,2,,5292,
5309,2,,1432284219,1,,1511,-1,2017-05-23 12:37:20,2015-05-22 18:43:39,0,,5237,
5312,2,,1432314156,4,,6584,,,2015-05-23 03:02:36,0,,5311,
5314,2,,1432319624,1,,6585,,,2015-05-23 04:33:44,1,,5292,
5316,2,,1432344564,1,,1511,,,2015-05-23 11:29:24,3,,5299,
5317,2,,1432502902,6,,754,,,2015-05-25 07:28:22,0,,5311,
5320,2,,1432531280,3,,958,,,2015-05-25 15:21:20,1,,5319,
5322,2,,1432540786,2,,1857,,,2015-05-25 17:59:46,4,,5279,
5323,2,,1432544330,1,,6605,18,2015-05-26 14:11:53,2015-05-26 14:11:53,3,,5319,
5324,2,,1432550727,2,,90,90,2016-07-22 15:33:59,2016-07-22 15:33:59,0,,4080,
5325,2,,1432551081,2,,6534,6534,2015-05-26 00:49:32,2015-05-26 00:49:32,0,,5292,
5327,2,,1432574921,1,,5526,5526,2015-05-26 06:08:43,2015-05-26 06:08:43,0,,4397,
5329,2,,1432535765,4,,6553,,,2015-05-25 16:36:05,0,,5328,stochazesthai
5330,2,,1432538433,6,,6613,,,2015-05-25 17:20:33,1,,5328,user3471004
5331,2,,1432615840,3,,6610,,,2015-05-26 14:50:40,1,,5319,
5332,2,,1432619299,5,,6612,,,2015-05-26 15:48:19,0,,5319,
5335,2,,1432636737,2,,90,90,2015-06-04 01:44:00,2015-06-04 01:44:00,2,,5319,
5340,2,,1432672306,3,,2075,2075,2015-05-27 19:04:25,2015-05-27 19:04:25,0,,5339,
5341,2,,1432683466,1,,2075,2075,2015-05-27 18:48:47,2015-05-27 18:48:47,5,,5338,
5342,2,,1432691919,1,,2075,,,2015-05-27 11:58:39,0,,1828,
5343,2,,1432694913,1,,2075,,,2015-05-27 12:48:33,0,,3262,
5344,2,,1432695929,1,,2075,,,2015-05-27 13:05:29,0,,2029,
5346,2,,1432717481,1,,6541,,,2015-05-27 19:04:41,0,,1273,
5349,2,,1432774483,2,,754,,,2015-05-28 10:54:43,0,,5348,
5353,2,,1432813329,1,,3492,3492,2015-05-30 16:07:55,2015-05-30 16:07:55,0,,5347,
5354,2,,1432815588,1,,6624,,,2015-05-28 22:19:48,0,,4574,
5358,2,,1432876669,2,,3328,3328,2015-05-29 15:23:08,2015-05-29 15:23:08,2,,5356,
5361,2,,1432913784,5,,2976,,,2015-05-30 01:36:24,0,,5360,
5363,2,,1432982803,3,,6644,6644,2015-06-01 16:47:38,2015-06-01 16:47:38,0,,5337,
5364,2,,1433015911,4,,5933,,,2015-05-31 05:58:31,1,,5347,
5367,2,,1433099044,3,,334,,,2015-06-01 05:04:04,0,,5366,
5369,2,,1433112120,1,,6083,,,2015-06-01 08:42:00,0,,5356,
5370,2,,1433112759,3,,334,,,2015-06-01 08:52:39,0,,5368,
5371,2,,1433114074,0,,458,458,2015-06-02 09:08:43,2015-06-02 09:08:43,0,,5368,
5374,2,,1433139116,1,,6657,,,2015-06-01 16:11:56,0,,5214,
5375,2,,1433157722,4,,90,,,2015-06-01 21:22:02,3,,5333,
5377,2,,1433172900,3,,754,458,2015-06-02 19:08:53,2015-06-02 19:08:53,0,,5368,
5380,2,,1433285555,4,,5418,5418,2015-10-27 14:53:57,2015-10-27 14:53:57,0,,5378,
5382,2,,1433303089,4,,726,,,2015-06-03 13:44:49,0,,5379,
5386,2,,1433384411,2,,6688,,,2015-06-04 12:20:11,0,,5385,
5387,2,,1433385530,1,,6688,,,2015-06-04 12:38:50,0,,5383,
5388,2,,1433387302,1,,6688,,,2015-06-04 13:08:22,4,,5362,
5390,2,,1433396254,2,,6693,,,2015-06-04 15:37:34,2,,5383,
5391,2,,1433398953,2,,6694,6694,2015-06-04 17:41:58,2015-06-04 17:41:58,0,,3730,
5393,2,,1433408855,3,,1652,,,2015-06-04 19:07:35,0,,4611,
5395,2,,1433459644,1,,6083,754,2015-06-05 10:20:45,2015-06-05 10:20:45,0,,3730,
5398,2,,1433477735,3,,6083,6083,2015-06-05 14:37:14,2015-06-05 14:37:14,1,,5352,
5401,2,,1433573887,4,,1511,1511,2015-06-07 10:16:51,2015-06-07 10:16:51,2,,1884,
5402,2,,1433637098,2,,1511,,,2015-06-07 10:31:38,0,,4611,
5408,2,,1433730322,4,,5418,5418,2015-06-08 12:54:33,2015-06-08 12:54:33,2,,5319,
5412,2,,1433846199,1,,2075,2075,2015-06-09 20:49:36,2015-06-09 20:49:36,2,,5411,
5414,2,,1433857436,1,,3564,,,2015-06-09 23:43:56,1,,5413,
5419,2,,1433924927,2,,5558,,,2015-06-10 18:28:47,0,,5396,
5421,2,,1433993816,5,,6741,,,2015-06-11 13:36:56,1,,5416,
5422,2,,1434000594,2,,5984,,,2015-06-11 15:29:54,0,,5379,
5423,2,,1434003896,2,,90,,,2015-06-11 16:24:56,0,,5418,
5426,2,,1434040573,4,,754,754,2015-06-15 09:56:48,2015-06-15 09:56:48,4,,5416,
5428,2,,1434109803,2,,2976,11425,2016-09-16 17:48:21,2016-09-16 17:48:21,3,,5427,
5432,2,,1434234659,1,,1511,,,2015-06-14 08:30:59,0,,5430,
5433,2,,1434242788,5,,5418,,,2015-06-14 10:46:28,5,,5430,
5436,2,,1434322406,5,,6083,,,2015-06-15 08:53:26,0,,5416,
5437,2,,1434325688,6,,6083,3451,2015-12-24 03:37:43,2015-12-24 03:37:43,1,,5435,
5438,2,,1434336750,5,,6083,6083,2015-06-19 14:47:48,2015-06-19 14:47:48,2,,5416,
5441,2,,1434357769,1,,5834,90,2015-06-16 18:42:02,2015-06-16 18:42:02,0,,4572,
5443,2,,1434388798,4,,958,1095,2015-06-16 13:52:04,2015-06-16 13:52:04,3,,5442,
5445,2,,1434450461,1,,90,,,2015-06-16 20:27:41,0,,5444,
5447,2,,1434457046,2,,6781,90,2017-05-17 17:28:46,2017-05-17 17:28:46,2,,5424,
5448,2,,1434457529,2,,6781,6781,2015-06-17 16:29:34,2015-06-17 16:29:34,3,,5218,
5450,2,,1434520413,1,,6788,,,2015-06-17 15:53:33,0,,5418,
5451,2,,1434521254,2,,6788,,,2015-06-17 16:07:34,0,,5384,
5452,2,,1434523827,1,,2970,,,2015-06-17 16:50:27,0,,5440,
5455,2,,1434534451,3,,334,,,2015-06-17 19:47:31,0,,5449,
5458,2,,1434537839,1,,1052,,,2015-06-17 20:43:59,0,,5424,
5459,2,,1434539196,2,,2075,,,2015-06-17 21:06:36,0,,5457,
5461,2,,1434553916,2,,90,,,2015-06-18 01:11:56,0,,5460,
5465,2,,1434627684,0,,6807,,,2015-06-18 21:41:24,0,,5440,
5468,2,,1434667124,6,,5418,754,2015-06-19 08:53:51,2015-06-19 08:53:51,0,,5467,
5469,2,,1434668526,1,,6083,,,2015-06-19 09:02:06,0,,5429,
5471,2,,1434676559,1,,754,,,2015-06-19 11:15:59,0,,5470,
5472,2,,1434686007,1,,6788,,,2015-06-19 13:53:27,0,,5466,
5473,2,,1434686584,1,,958,,,2015-06-19 14:03:04,0,,5466,
5476,2,,1434691964,3,,6816,,,2015-06-19 15:32:44,1,,5474,
5477,2,,1434701106,2,,877,,,2015-06-19 18:05:06,2,,5475,
5478,2,,1434704091,1,,6818,,,2015-06-19 18:54:51,1,,5463,
5480,2,,1434712664,0,,6274,6274,2015-08-17 13:13:39,2015-08-17 13:13:39,4,,3822,
5482,2,,1434793123,1,,2976,,,2015-06-20 19:38:43,0,,5481,
5486,2,,1434781428,6,,,,,2015-06-20 16:23:48,0,,5485,SeanEaster
5489,2,,1434871640,1,,6781,,,2015-06-21 17:27:20,0,,5488,
5490,2,,1434876322,1,,1052,,,2015-06-21 18:45:22,0,,5488,
5491,2,,1434879704,5,,3223,,,2015-06-21 19:41:44,0,,5467,
5492,2,,1434882984,2,,90,,,2015-06-21 20:36:24,0,,5487,
5493,2,,1434896851,1,,6836,,,2015-06-22 00:27:31,2,,5483,
5495,2,,1434954563,2,,5974,,,2015-06-22 16:29:23,0,,5494,
5496,2,,1434979864,3,,958,,,2015-06-22 23:31:04,2,,5484,
5497,2,,1434996658,4,,6844,,,2015-06-23 04:10:58,6,,5475,
5498,2,,1435028992,3,,6847,,,2015-06-23 13:09:52,2,,5487,
5501,2,,1434531568,6,,,,,2015-06-18 01:41:16,0,,5500,SeanEaster
5502,2,,1434546482,5,,6825,6825,2015-06-27 13:29:02,2015-06-27 13:29:02,2,,5500,Suzana_K
5504,2,,1435064043,1,,3564,,,2015-06-23 22:54:03,1,,5503,
5508,2,,1435111670,2,,2976,,,2015-06-24 12:07:50,0,,5507,
5509,2,,1435112290,2,,2976,,,2015-06-24 12:18:10,2,,5505,
5510,2,,1435121112,2,,4326,,,2015-06-24 14:45:12,0,,4446,
5514,2,,1435138399,1,,2976,,,2015-06-24 19:33:19,0,,5513,
5515,2,,1435139438,1,,1511,1511,2015-08-28 12:27:21,2015-08-28 12:27:21,0,,5512,
5516,2,,1435140237,2,,5418,,,2015-06-24 20:03:57,0,,5512,
